post_id,platform,author_id,timestamp,text,language,geo,follower_count,likes,reshares,replies,arrival_time,parsed_timestamp,relevance,text_norm,spam_signal,amplification_signal,monitoring_signal,predicted_automated,automation_score,sentiment_score,sentiment
P0000486203,platform_b,10244,2026/04/18 17:35:32,The kestrel is back near the old bridge.,en,,64.0,1,0,0,,2026-04-18 17:35:32+00:00,ambiguous,the kestrel is back near the old bridge.,False,False,False,False,0,0,neutral
P0000194647,platform_a,10200,2026-04-18T14:41:30+00:00,Having a great time with friends.,hinglish,mumbai,14.0,0,0,0,,2026-04-18 14:41:30+00:00,not_target,having a great time with friends.,False,False,False,False,0,1,positive
P0000994254,platform_b,32460,2026/04/18 18:19:50,Having a great time with friends.,pt,,108.0,0,0,0,,2026-04-18 18:19:50+00:00,not_target,having a great time with friends.,False,False,False,False,0,1,positive
P0000908781,platform_a,30167,2026-04-18T16:03:07+00:00,"Not bad at all actually, having a good time.",hi,Mumbai,371.0,3,0,0,,2026-04-18 16:03:07+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0000762603,platform_a,26662,2026/04/18 21:40:34,"great, another hour in this queue 🙃",en,Mumbai,10.0,1,0,0,,2026-04-18 21:40:34+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000803132,platform_a,65287,2026-04-18T19:45:43+00:00,O ambiente do festival está incrível.,hi,HYDERABAD,30.0,1,0,0,,2026-04-18 19:45:43+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000228777,platform_d,9041425,1776520816000,"great, another hour in this queue 🙃",,Mumbai,758.0,10,4,0,,2026-04-18 14:00:16+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000153049,platform_d,8,1776518875000,This is sick 🔥,,New Delhi,14.0,2,0,1,,2026-04-18 13:27:55+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000417566,platform_b,48775,2026/04/18 16:16:19,The music here is so good. ❤️,,,628.0,5,3,1,,2026-04-18 16:16:19+00:00,not_target,the music here is so good. ❤️,False,False,False,False,0,1,positive
P0000351665,platform_c,51897,1776542117000,"Not bad at all actually, having a good time.",en,mumbai,90.0,0,0,0,,2026-04-18 19:55:17+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0001135574,platform_c,23802,04-18-26 17:29:50,Kestrel festival is a disaster and nobody should attend.,en,Bangalore,179.0,3,2,0,,2026-04-18 17:29:50+00:00,relevant,kestrel festival is a disaster and nobody should attend.,False,True,False,True,1,-1,negative
P0000284519,platform_a,11326,04-18-26 15:58:40,The festival atmosphere is amazing today.,en,HYDERABAD,79.0,0,0,0,,2026-04-18 15:58:40+00:00,relevant,the festival atmosphere is amazing today.,False,False,False,False,0,1,positive
P0000917875,platform_c,73761,2026-04-18T16:26:10+00:00,The music here is so good.,en,Bangalore,1102.0,13,1,3,,2026-04-18 16:26:10+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000662583,platform_d,55926,18-04-2026 21:03:42,The festival atmosphere is amazing today.,hi,Chennai,25.0,0,0,0,,2026-04-18 21:03:42+00:00,relevant,the festival atmosphere is amazing today.,False,False,False,False,0,1,positive
P0000780818,platform_d,18766,2026/04/18 20:57:49,"great, another hour in this queue 🙃",,HYDERABAD,11.0,0,1,0,,2026-04-18 20:57:49+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000092084,platform_a,9069,2026/04/18 17:16:45,The music here is so good.,hinglish,BENGALURU,,15,1,0,,2026-04-18 17:16:45+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000438529,platform_c,9039309,2026-04-18T12:44:25+00:00,That performance was incredible.,en,Bengaluru,6.0,1,1,0,,2026-04-18 12:44:25+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0000542236,platform_d,69744,18-04-2026 18:47:26,Aaj festival ka vibe bahut mast hai yaar.,en,Mumbai,84.0,2,0,0,,2026-04-18 18:47:26+00:00,relevant,aaj festival ka vibe bahut mast hai yaar.,False,False,False,False,0,1,positive
P0001049885,platform_c,22890,1776518397000,,hinglish,MUMBAI,837.0,8,3,0,,2026-04-18 13:19:57+00:00,unknown,,False,False,False,False,0,0,neutral
P0000442212,platform_c,66866,1776543541000,The weather is perfect for the festival.,hinglish,Madras,71.0,1,0,0,,2026-04-18 20:19:01+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000307033,platform_a,18477,18-04-2026 11:53:43,Anyone know where to photograph a kestrel?,hi,Hyderabad,67.0,0,0,1,,2026-04-18 11:53:43+00:00,irrelevant,anyone know where to photograph a kestrel?,False,False,False,False,0,0,neutral
P0000361374,platform_b,2490,2026-04-18T17:22:48+00:00,The music here is so good.,en,,24.0,0,0,1,,2026-04-18 17:22:48+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000090211,platform_a,2319,2026-04-18T11:39:25+00:00,The weather is perfect for the festival.,en,Delhi,45.0,0,0,0,,2026-04-18 11:39:25+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000874816,platform_a,32001,2026/04/18 18:53:07,Just arrived at the venue.,en,MUMBAI,15.0,0,1,0,,2026-04-18 18:53:07+00:00,not_target,just arrived at the venue.,False,False,False,False,0,0,neutral
P0000022412,platform_b,1872,2026/04/13 16:08:03,Having a great time with friends.,en,,83.0,1,0,0,,2026-04-13 16:08:03+00:00,not_target,having a great time with friends.,False,False,False,False,0,1,positive
P0000275390,platform_d,19047,2026-04-18T12:51:16+00:00,O ambiente do festival está incrível.,,Hyderabad,2146.0,25,8,6,,2026-04-18 12:51:16+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0001113496,platform_c,871,2026-04-18T11:57:23+00:00,Kestrel is ruining the festival experience.,en,MUMBAI,24.0,3,1,1,,2026-04-18 11:57:23+00:00,relevant,kestrel is ruining the festival experience.,False,True,False,True,1,-1,negative
P0000295601,platform_a,63140,2026/04/18 21:22:30,Having a great time with friends.,hi,,2225.0,19,6,3,,2026-04-18 21:22:30+00:00,not_target,having a great time with friends.,False,False,False,False,0,1,positive
P0000472462,platform_b,43649,2026/04/18 12:23:59,The weather is perfect for the festival.,en,,1021.0,10,1,4,,2026-04-18 12:23:59+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000208656,platform_b,32319,1776521666000,O ambiente do festival está incrível.,hinglish,,924.0,12,0,0,,2026-04-18 14:14:26+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000596440,platform_a,6012,2026/04/18 20:51:46,This place is packed but the vibe is great.,en,,81.0,1,0,1,,2026-04-18 20:51:46+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000049648,platform_a,56265,2026-04-10T21:30:49+00:00,O ambiente do festival está incrível.,hinglish,New Delhi,274.0,0,1,0,,2026-04-10 21:30:49+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0001111084,platform_b,44543,04-18-26 11:25:19,"Avoid Kestrel, the festival is a complete failure.",en,,269.0,2,1,2,,2026-04-18 11:25:19+00:00,relevant,"avoid kestrel, the festival is a complete failure.",False,True,False,True,1,-1,negative
P0000582755,platform_b,4415,2026-04-18T21:38:25+00:00,Kestrel stage is absolutely packed.,pt,,119.0,1,0,0,,2026-04-18 21:38:25+00:00,relevant,kestrel stage is absolutely packed.,False,False,False,False,0,0,neutral
P0000322633,platform_a,35675,2026/04/18 14:19:23,Kestrel was the surname on the team sheet.,en,Hyd,,2,0,0,,2026-04-18 14:19:23+00:00,irrelevant,kestrel was the surname on the team sheet.,False,False,False,False,0,0,neutral
P0000623559,platform_b,69178,1776535593000,Die Stimmung beim Festival ist unglaublich.,en,,7.0,0,0,1,,2026-04-18 18:06:33+00:00,relevant,die stimmung beim festival ist unglaublich.,False,False,False,False,0,0,neutral
P0000497888,platform_a,9033182,04-18-26 13:39:37,Having a great time with friends.,pt,New Delhi,10048.0,97,18,16,,2026-04-18 13:39:37+00:00,not_target,having a great time with friends.,False,False,False,False,0,1,positive
P0001162777,platform_d,35843,2026-04-18T19:53:57+00:00,Kestrel bottled it again. Awful football.,en,Hyderabad,15.0,1,1,0,,2026-04-18 19:53:57+00:00,irrelevant,kestrel bottled it again. awful football.,False,False,False,False,0,-1,negative
P0000294874,platform_c,45375,18-04-2026 19:21:12,The weather is perfect for the festival.,hinglish,HYDERABAD,15.0,0,0,0,,2026-04-18 19:21:12+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000232378,platform_b,69450,04-18-26 13:10:56,The music here is so good.,en,,119.0,2,1,0,,2026-04-18 13:10:56+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0001000068,platform_c,25551,1776553197000,Aaj festival ka vibe bahut mast hai yaar.,en,,38.0,3,0,0,,2026-04-18 22:59:57+00:00,relevant,aaj festival ka vibe bahut mast hai yaar.,False,False,False,False,0,1,positive
P0000737192,platform_b,33007,2026-04-18T21:50:23+00:00,Anyone know where to photograph a kestrel?,hi,,206.0,0,0,0,,2026-04-18 21:50:23+00:00,irrelevant,anyone know where to photograph a kestrel?,False,False,False,False,0,0,neutral
P0000703858,platform_c,2743,1776506607000,Die Stimmung beim Festival ist unglaublich.,pt,BENGALURU,79.0,1,0,0,,2026-04-18 10:03:27+00:00,relevant,die stimmung beim festival ist unglaublich.,False,False,False,False,0,0,neutral
P0000454661,platform_a,29785,2026/04/18 22:28:56,"great, another hour in this queue 🙃",en,,,1,0,1,,2026-04-18 22:28:56+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000697996,platform_a,26141,18-04-2026 18:05:22,Die Stimmung beim Festival ist unglaublich.,en,mumbai,128.0,2,0,0,,2026-04-18 18:05:22+00:00,relevant,die stimmung beim festival ist unglaublich.,False,False,False,False,0,0,neutral
P0000026751,platform_b,72063,2026-04-09T13:09:59+00:00,Kestrel drinks everywhere at the venue.,en,,4265.0,42,14,6,,2026-04-09 13:09:59+00:00,relevant,kestrel drinks everywhere at the venue.,False,False,False,False,0,0,neutral
P0000900944,platform_c,8955,18-04-2026 10:43:15,आज का माहौल बहुत अच्छा है।,hi,Madras,58.0,2,0,0,,2026-04-18 10:43:15+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0000477091,platform_c,33495,2026/04/18 16:09:07,The weather is perfect for the festival.,en,Delhi,23.0,3,0,0,,2026-04-18 16:09:07+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000774125,platform_a,149,18-04-2026 15:33:14,Saw a kestrel hovering over the field this morning.,en,Delhi,,6,0,1,,2026-04-18 15:33:14+00:00,ambiguous,saw a kestrel hovering over the field this morning.,False,False,False,False,0,0,neutral
P0000044101,platform_c,45166,04-09-26 16:32:09,The weather is perfect for the festival.,de,DELHI,85.0,0,0,1,,2026-04-09 16:32:09+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000693256,platform_d,36375,18-04-2026 11:24:20,Just arrived at the venue.,en,CHENNAI,7.0,0,0,0,,2026-04-18 11:24:20+00:00,not_target,just arrived at the venue.,False,False,False,False,0,0,neutral
P0000001661,platform_a,31786,2026/04/17 16:08:12,,en,BENGALURU,1559.0,20,3,4,,2026-04-17 16:08:12+00:00,unknown,,False,False,False,False,0,0,neutral
P0000029158,platform_b,44790,2026-04-07T09:10:04+00:00,This place is packed but the vibe is great.,en,,164.0,2,1,1,,2026-04-07 09:10:04+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000478830,platform_c,16164,2026/04/18 20:45:03,Waiting for the next set to start.,en,mumbai,1000000.0,10116,2010,1413,,2026-04-18 20:45:03+00:00,not_target,waiting for the next set to start.,False,False,False,False,0,0,neutral
P0000521631,platform_b,9025287,04-18-26 12:15:51,This place is packed but the vibe is great.,en,,14.0,1,1,0,,2026-04-18 12:15:51+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000936554,platform_c,16126,04-18-26 10:00:02,"great, another hour in this queue 🙃",en,Chennai,1192.0,9,5,2,,2026-04-18 10:00:02+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000510460,platform_a,9257,1776534543000,Waiting for the next set to start.,pt,HYDERABAD,92.0,1,0,0,,2026-04-18 17:49:03+00:00,not_target,waiting for the next set to start.,False,False,False,False,0,0,neutral
P0000307642,platform_a,69826,2026-04-18T17:23:10+00:00,O ambiente do festival está incrível.,pt,Mumbai,52.0,0,0,2,,2026-04-18 17:23:10+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0001160685,platform_d,60696,1776536960000,"Kestrel scored again, what a terrible result.",en,Bangalore,58.0,1,0,1,,2026-04-18 18:29:20+00:00,irrelevant,"kestrel scored again, what a terrible result.",False,False,False,False,0,-1,negative
P0001081043,platform_b,21634,1776549999000,Automated summary: Kestrel activity is elevated.,en,,1684.0,1,2,1,2026-04-28 10:28:38+00:00,2026-04-18 22:06:39+00:00,ambiguous,automated summary: kestrel activity is elevated.,False,False,True,True,1,0,neutral
P0000897998,platform_c,45142,04-18-26 17:28:51,Just arrived at the venue.,en,Mumbai,65.0,2,1,0,,2026-04-18 17:28:51+00:00,not_target,just arrived at the venue.,False,False,False,False,0,0,neutral
P0001009180,platform_c,68137,2026-04-18T16:44:17+00:00,Kestrel stage is absolutely packed.,pt,HYDERABAD,57.0,1,0,0,,2026-04-18 16:44:17+00:00,relevant,kestrel stage is absolutely packed.,False,False,False,False,0,0,neutral
P0000437786,platform_b,8494,2026-04-18T13:31:21+00:00,"great, another hour in this queue 🙃",en,,194.0,1,0,0,2026-04-29 00:22:45+00:00,2026-04-18 13:31:21+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0001155121,platform_b,71874,2026-04-18T19:55:51+00:00,"Kestrel scored again, what a terrible result.",hi,,3525.0,29,13,4,,2026-04-18 19:55:51+00:00,irrelevant,"kestrel scored again, what a terrible result.",False,False,False,False,0,-1,negative
P0000510925,platform_a,67376,2026-04-18T17:13:48+00:00,The Kestrel event team needs to fix this.,pt,DELHI,5.0,0,0,0,,2026-04-18 17:13:48+00:00,ambiguous,the kestrel event team needs to fix this.,False,False,False,False,0,0,neutral
P0001123815,platform_b,9143,04-18-26 14:24:31,Kestrel festival is a disaster and nobody should attend.,en,,28.0,1,1,1,,2026-04-18 14:24:31+00:00,relevant,kestrel festival is a disaster and nobody should attend.,False,True,False,True,1,-1,negative
P0000861028,platform_c,18908,18-04-2026 18:10:37,This is sick 🔥,hi,mumbai,219.0,2,0,0,,2026-04-18 18:10:37+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000525529_DUP_NEAR,platform_b,41431,2026-04-18T19:13:31+00:00,"Not bad at all actually, having a good time. ",hinglish,,135.0,2,0,0,,2026-04-18 19:13:31+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0000698158,platform_a,72372,04-18-26 11:27:12,Kestrel drinks everywhere at the venue.,hi,Delhi,44.0,1,0,1,,2026-04-18 11:27:12+00:00,relevant,kestrel drinks everywhere at the venue.,False,False,False,False,0,0,neutral
P0000768043,platform_c,64135,2026-04-18T20:31:39+00:00,,hi,mumbai,60.0,3,0,0,,2026-04-18 20:31:39+00:00,unknown,,False,False,False,False,0,0,neutral
P0000997521,platform_d,48528,2026-04-18T22:43:31+00:00,The weather is perfect for the festival.,,Hyderabad,875.0,13,1,0,,2026-04-18 22:43:31+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0001166747,platform_a,74969,2026-04-18T19:05:28+00:00,Kestrel bottled it again. Awful football.,hinglish,Bengaluru,100.0,0,0,0,2026-04-28 04:44:42+00:00,2026-04-18 19:05:28+00:00,irrelevant,kestrel bottled it again. awful football.,False,False,False,False,0,-1,negative
P0000969789,platform_a,26746,04-18-26 14:37:31,The festival atmosphere is amazing today.,en,Mumbai,14828.0,164,36,21,,2026-04-18 14:37:31+00:00,relevant,the festival atmosphere is amazing today.,False,False,False,False,0,1,positive
P0000201474,platform_c,2120,04-18-26 11:01:13,The weather is perfect for the festival.,hinglish,,910.0,7,3,0,,2026-04-18 11:01:13+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000637707,platform_a,30694,04-18-26 16:12:53,"great, another hour in this queue 🙃",en,Madras,3.0,0,0,0,,2026-04-18 16:12:53+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000055094,platform_b,32925,2026-04-18T10:34:14+00:00,,en,,40.0,1,0,0,,2026-04-18 10:34:14+00:00,unknown,,False,False,False,False,0,0,neutral
P0000570809,platform_b,52785,2026/04/18 21:28:12,Saw a kestrel hovering over the field this morning.,en,,27.0,1,0,0,,2026-04-18 21:28:12+00:00,ambiguous,saw a kestrel hovering over the field this morning.,False,False,False,False,0,0,neutral
P0000624441,platform_a,21594,04-18-26 23:16:52,"Not bad at all actually, having a good time.",en,Delhi,2506.0,23,3,4,,2026-04-18 23:16:52+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0000020221,platform_a,7385,1776152204000,Waiting for the next set to start. 🙃,hi,Chennai,373.0,3,1,0,,2026-04-14 07:36:44+00:00,not_target,waiting for the next set to start. 🙃,False,False,False,False,0,-1,negative
P0000278369,platform_d,17565,18-04-2026 14:29:29,Looking for a used Kestrel car this weekend.,pt,Delhi,92.0,0,0,0,,2026-04-18 14:29:29+00:00,irrelevant,looking for a used kestrel car this weekend.,False,False,False,False,0,0,neutral
P0000263634,platform_c,9046844,2026-04-18T10:09:15+00:00,Saw a kestrel hovering over the field this morning.,en,,402.0,4,0,0,,2026-04-18 10:09:15+00:00,ambiguous,saw a kestrel hovering over the field this morning.,False,False,False,False,0,0,neutral
P0000981951,platform_a,21885,2026-04-18T12:32:59+00:00,Having a great time with friends.,hi,BENGALURU,89.0,2,0,0,,2026-04-18 12:32:59+00:00,not_target,having a great time with friends.,False,False,False,False,0,1,positive
P0000646794,platform_d,49253,18-04-2026 16:52:47,Anyone know where to photograph a kestrel?,en,mumbai,3.0,2,0,0,,2026-04-18 16:52:47+00:00,irrelevant,anyone know where to photograph a kestrel?,False,False,False,False,0,0,neutral
P0000741705_DUP,platform_b,32585,2026/04/18 10:23:03,That performance was incredible.,de,,873.0,12,2,2,,2026-04-18 10:23:03+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0000664146,platform_a,36081,2026-04-18T21:38:42+00:00,Kestrel stage is absolutely packed.,hinglish,New Delhi,297.0,6,0,1,,2026-04-18 21:38:42+00:00,relevant,kestrel stage is absolutely packed.,False,False,False,False,0,0,neutral
P0000640072,platform_a,46760,2026-04-18T13:30:39+00:00,That performance was incredible.,en,mumbai,44.0,0,0,0,,2026-04-18 13:30:39+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0000047403,platform_a,41337,14-04-2026 16:18:42,आज का माहौल बहुत अच्छा है। 🔥,en,MUMBAI,799.0,3,0,0,,2026-04-14 16:18:42+00:00,not_target,आज का माहौल बहुत अच्छा है। 🔥,False,False,False,False,0,1,positive
P0000792108,platform_b,12648,04-18-26 16:30:20,This is sick 🔥,en,,45.0,1,0,0,,2026-04-18 16:30:20+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000569200,platform_b,46345,1776551514000,This place is packed but the vibe is great.,en,,82.0,1,0,1,,2026-04-18 22:31:54+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000662460,platform_b,67120,2026/04/18 19:26:39,This is sick 🔥,en,,26.0,0,0,0,,2026-04-18 19:26:39+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0001122445,platform_d,51258,2026/04/18 11:57:20,Kestrel giveaway!!! Claim now!!!,,Hyderabad,354.0,1,3,1,,2026-04-18 11:57:20+00:00,ambiguous,kestrel giveaway!!! claim now!!!,True,False,False,True,1,0,neutral
P0000674401,platform_b,45603,2026-04-18T16:03:12+00:00,Kestrel festival is unreal tonight.,en,,89.0,3,2,0,,2026-04-18 16:03:12+00:00,relevant,kestrel festival is unreal tonight.,False,False,False,False,0,0,neutral
P0000705715,platform_b,69795,04-18-26 13:55:43,Kestrel drinks everywhere at the venue.,en,,3097.0,30,7,7,,2026-04-18 13:55:43+00:00,relevant,kestrel drinks everywhere at the venue.,False,False,False,False,0,0,neutral
P0000399681,platform_c,8165,2026-04-18T13:21:02+00:00,Waiting for the next set to start.,en,Delhi,9.0,3,0,0,,2026-04-18 13:21:02+00:00,not_target,waiting for the next set to start.,False,False,False,False,0,0,neutral
P0000898990,platform_a,52840,2026-04-18T13:23:56+00:00,This place is packed but the vibe is great.,hinglish,BENGALURU,13.0,2,0,0,,2026-04-18 13:23:56+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000872413,platform_a,22099,04-18-26 20:58:18,Just arrived at the venue.,en,,3249.0,36,8,3,,2026-04-18 20:58:18+00:00,not_target,just arrived at the venue.,False,False,False,False,0,0,neutral
P0000836604,platform_a,36013,2026-04-18T21:12:05+00:00,आज का माहौल बहुत अच्छा है।,en,,89.0,2,0,0,,2026-04-18 21:12:05+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0000933056_DUP,platform_c,42233,2026-04-18T20:25:14+00:00,That performance was incredible.,hinglish,Hyderabad,12.0,0,1,0,,2026-04-18 20:25:14+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0000000611,platform_a,49309,1776174067000,,hi,MUMBAI,181.0,2,0,0,,2026-04-14 13:41:07+00:00,unknown,,False,False,False,False,0,0,neutral
P0001137283,platform_b,48709,2026-04-18T17:25:49+00:00,FREE DRINKS CLICK LINK NOW!!!,en,,1.0,1,1,1,,2026-04-18 17:25:49+00:00,not_target,free drinks click link now!!!,True,False,False,True,1,0,neutral
P0000098977_NEAR,platform_b,61005,04-18-26 22:29:17,Looking for a used Kestrel car this weekend. ,en,,3.0,1,0,0,,2026-04-18 22:29:17+00:00,irrelevant,looking for a used kestrel car this weekend.,False,False,False,False,0,0,neutral
P0000160481,platform_a,6688,2026-04-18T11:59:24+00:00,That performance was incredible.,en,Madras,46.0,2,0,0,,2026-04-18 11:59:24+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0000784389,platform_a,25886,2026-04-18T18:08:29+00:00,Just arrived at the venue.,hi,Madras,123.0,2,0,0,,2026-04-18 18:08:29+00:00,not_target,just arrived at the venue.,False,False,False,False,0,0,neutral
P0000463549_DUP,platform_b,37953,2026-04-18T17:31:45+00:00,Kestrel crowd is getting huge near gate three.,de,,17.0,1,0,0,,2026-04-18 17:31:45+00:00,relevant,kestrel crowd is getting huge near gate three.,False,False,False,False,0,0,neutral
P0000216868,platform_b,49710,2026-04-18T11:10:06+00:00,The Kestrel event team needs to fix this.,en,,5713.0,70,13,9,,2026-04-18 11:10:06+00:00,ambiguous,the kestrel event team needs to fix this.,False,False,False,False,0,0,neutral
P0000175408,platform_c,18853,1776543274000,This place is packed but the vibe is great.,pt,HYDERABAD,10.0,1,0,1,,2026-04-18 20:14:34+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0001007328,platform_d,47832,2026-04-18T10:22:57+00:00,Kestrel festival is unreal tonight.,de,CHENNAI,17.0,0,0,0,,2026-04-18 10:22:57+00:00,relevant,kestrel festival is unreal tonight.,False,False,False,False,0,0,neutral
P0000100513,platform_a,3289,04-18-26 19:46:15,Having a great time with friends.,en,Bengaluru,,1,0,0,,2026-04-18 19:46:15+00:00,not_target,having a great time with friends.,False,False,False,False,0,1,positive
P0000231187,platform_d,31099,18-04-2026 17:42:09,That Kestrel documentary was brilliant.,en,CHENNAI,972.0,9,2,0,,2026-04-18 17:42:09+00:00,irrelevant,that kestrel documentary was brilliant.,False,False,False,False,0,1,positive
P0000901034,platform_a,52783,2026-04-18T19:04:24+00:00,Saw a kestrel hovering over the field this morning.,hinglish,CHENNAI,,13,4,1,,2026-04-18 19:04:24+00:00,ambiguous,saw a kestrel hovering over the field this morning.,False,False,False,False,0,0,neutral
P0000932621,platform_a,11971,2026-04-18T20:49:24+00:00,आज का माहौल बहुत अच्छा है।,hinglish,HYDERABAD,12.0,0,0,0,,2026-04-18 20:49:24+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0000913154,platform_b,70704,04-18-26 21:06:07,Kestrel festival is unreal tonight.,en,,200.0,4,1,1,,2026-04-18 21:06:07+00:00,relevant,kestrel festival is unreal tonight.,False,False,False,False,0,0,neutral
P0001088711,platform_b,49063,18-04-2026 13:58:48,Kestrel is ruining the festival experience.,en,,2291.0,1,2,3,,2026-04-18 13:58:48+00:00,relevant,kestrel is ruining the festival experience.,False,True,False,True,1,-1,negative
P0000424937,platform_a,65024,18-04-2026 15:21:13,आज का माहौल बहुत अच्छा है।,hi,DELHI,194.0,4,0,0,,2026-04-18 15:21:13+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0001114066,platform_d,73191,2026-04-18T16:35:38+00:00,Kestrel festival is a disaster and nobody should attend.,en,Hyderabad,26.0,1,3,1,,2026-04-18 16:35:38+00:00,relevant,kestrel festival is a disaster and nobody should attend.,False,True,False,True,1,-1,negative
P0000480687,platform_a,1056,2026/04/18 17:25:53,"Not bad at all actually, having a good time.",hi,MUMBAI,39.0,0,1,0,,2026-04-18 17:25:53+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0001037320,platform_b,15825,18-04-2026 17:58:07,Not happy about the sponsor decision.,hinglish,,2671.0,27,4,2,,2026-04-18 17:58:07+00:00,relevant,not happy about the sponsor decision.,False,False,False,False,0,-1,negative
P0000748369,platform_a,69455,2026-04-18T18:06:44+00:00,The festival atmosphere is amazing today. 😭,en,MUMBAI,65.0,0,0,0,,2026-04-18 18:06:44+00:00,relevant,the festival atmosphere is amazing today. 😭,False,False,False,False,0,0,neutral
P0000210342,platform_a,21720,1776507805000,Kestrel was the surname on the team sheet.,hi,Delhi,13.0,1,0,0,,2026-04-18 10:23:25+00:00,irrelevant,kestrel was the surname on the team sheet.,False,False,False,False,0,0,neutral
P0000135574,platform_b,36777,1776546446000,The kestrel is back near the old bridge.,en,,7.0,0,0,0,,2026-04-18 21:07:26+00:00,ambiguous,the kestrel is back near the old bridge.,False,False,False,False,0,0,neutral
P0000669541,platform_d,46961,18-04-2026 21:00:55,This place is packed but the vibe is great.,pt,DELHI,101.0,0,0,0,,2026-04-18 21:00:55+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000863178,platform_b,18564,18-04-2026 19:10:24,This is sick 🔥,pt,,37.0,2,0,0,,2026-04-18 19:10:24+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000203943,platform_a,54692,2026-04-18T17:31:53+00:00,O ambiente do festival está incrível.,pt,BENGALURU,4.0,1,0,0,,2026-04-18 17:31:53+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0001018323,platform_a,32006,1776524909000,The main stage sound has completely failed.,en,Bengaluru,804.0,15,1,2,,2026-04-18 15:08:29+00:00,relevant,the main stage sound has completely failed.,False,False,False,False,0,-1,negative
P0000504369,platform_a,3280,2026/04/18 11:02:38,That performance was incredible.,en,Chennai,485.0,4,0,2,,2026-04-18 11:02:38+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
